,sentimentScore_Vader,sentimentScore_TextBlob,upper,punctuation,hastags,airline_sentiment
3634,-0.1779,-0.1,4,0,0,negative
1262,0.308,0.040000000000000036,2,1,0,positive
3143,0.0,-0.3,1,0,0,negative
3798,-0.25,-1.0,1,0,0,negative
1490,-0.5496,0.0,1,2,0,positive
2476,0.784,0.0,1,1,0,negative
1603,0.4404,0.8,0,0,0,positive
2339,0.0,0.0,1,0,0,positive
5745,0.0,0.11818181818181818,2,0,2,neutral
5758,0.4404,0.1,3,0,0,neutral
5417,0.6369,0.45,1,0,0,neutral
6326,0.0,0.0,3,0,0,neutral
5299,0.9298,0.75,1,1,0,neutral
2829,-0.3182,0.0,2,0,0,negative
3921,-0.6249,0.1,0,0,0,negative
3898,-0.1531,0.5,1,0,0,negative
5259,-0.1779,0.0,0,0,0,neutral
5380,0.0,0.0,0,0,0,neutral
3206,-0.8588,-1.0,1,1,0,negative
810,0.6705,0.4,1,0,0,positive
4438,-0.5859,0.0,1,0,0,negative
2794,-0.3818,0.0,2,0,0,negative
1210,-0.25,0.375,1,0,1,positive
5326,0.0,0.24285714285714285,0,0,0,neutral
2844,0.0,0.0,3,0,1,negative
5728,0.0,0.0,0,0,1,neutral
6553,0.0,0.0,0,0,0,neutral
6567,0.4019,0.0,0,0,0,neutral
3692,-0.4767,-0.3,1,0,0,negative
1583,0.4939,0.2,2,0,0,positive
3645,0.0,0.0,1,1,0,negative
5285,0.0,0.0,1,0,0,neutral
2425,0.4215,-0.23333333333333334,0,0,0,negative
9,0.6597,0.0,1,0,0,positive
259,0.3612,0.0,0,0,0,positive
5276,0.0,0.2,0,0,0,neutral
6618,0.0,0.0,0,0,0,neutral
3188,0.0,-0.15,0,0,0,negative
5020,0.0,0.0,0,0,0,neutral
6288,-0.4019,0.0,0,0,0,neutral
3386,0.6887,0.10000000000000003,1,0,0,negative
557,0.4404,0.2,0,0,0,positive
5770,0.0,0.0,0,0,0,neutral
6632,0.0,0.0,0,0,0,neutral
426,0.6409,0.31640625,1,2,0,positive
3713,-0.6597,0.0,0,0,0,negative
3359,-0.2411,0.025,1,0,1,negative
2223,0.7639,0.0,1,2,1,positive
6657,0.8271,0.2,0,0,0,neutral
3689,0.0,0.3125,1,2,1,negative
1676,0.8442,0.3361111111111111,1,0,0,positive
6694,0.3291,0.14285714285714285,0,0,3,neutral
3309,-0.5916,0.0,0,0,0,negative
1615,0.4588,0.8,1,0,1,positive
1061,0.4199,0.0,0,1,0,positive
2311,0.5229,0.0,0,3,0,positive
5638,0.0772,0.0,0,0,0,neutral
5092,0.0,0.0,0,0,0,neutral
5880,0.0,0.13636363636363635,4,0,3,neutral
1735,0.9165,0.15000000000000008,0,3,1,positive
1920,-0.1945,0.43333333333333335,0,0,0,positive
3426,0.0,0.3,1,1,3,negative
6138,0.7126,0.0,1,0,0,neutral
4068,-0.5574,0.0,1,0,0,negative
1081,-0.4588,0.0,0,0,0,positive
1207,0.4215,0.2,13,0,0,positive
4093,-0.6908,-0.65,1,0,1,negative
3603,-0.25,0.0,1,0,0,negative
3708,-0.4874,-0.07777777777777779,0,0,0,negative
3377,-0.8221,-0.40625,0,1,0,negative
3465,-0.7351,-0.5,2,0,5,negative
3894,0.644,0.0,0,0,0,negative
2381,0.0,0.0,1,0,0,negative
2373,0.3036,0.016666666666666673,1,0,0,negative
5517,0.4404,0.2,0,0,0,neutral
6159,0.0,-0.25,0,1,3,neutral
1007,0.5673,0.0,0,9,0,positive
863,0.765,0.8,0,0,0,positive
1350,0.0516,0.0,0,0,0,positive
4243,0.6369,1.0,0,0,1,negative
5868,0.3802,0.0,3,1,0,neutral
3219,-0.2805,-0.2916666666666667,3,0,0,negative
4608,0.4019,-0.35,1,0,0,negative
3279,-0.872,0.1,0,0,0,negative
6839,0.0,0.0,0,0,0,neutral
2160,0.3612,0.0,0,0,0,positive
1503,0.0,0.0,1,0,0,positive
2004,-0.5473,0.0,1,1,0,positive
6015,0.0,-0.125,5,0,0,neutral
2089,0.7906,0.5,0,0,0,positive
2878,-0.8118,-0.1875,1,2,0,negative
1811,0.6249,0.8,0,0,0,positive
4848,0.0,0.125,2,0,0,neutral
610,0.3182,0.5,1,0,0,positive
2546,0.6696,0.0,1,1,0,negative
1497,0.5106,0.4666666666666666,0,0,0,positive
5031,0.0,0.4,3,0,0,neutral
3095,0.0,0.0,0,0,0,negative
3773,0.0516,-0.3,1,0,0,negative
4013,0.0222,0.0,2,0,0,negative
4513,-0.6072,0.0,0,0,0,negative
6328,0.2732,0.7,1,0,0,neutral
5856,-0.5267,0.125,0,0,0,neutral
2137,0.4199,0.22857142857142854,0,1,0,positive
3644,0.2263,0.5,0,0,0,negative
5997,0.0,0.0,2,0,1,neutral
2099,0.7269,0.2,1,0,0,positive
708,0.8658,0.3875,1,0,0,positive
2041,0.6249,1.0,0,0,1,positive
1395,0.5106,0.13636363636363635,2,0,0,positive
4616,0.6808,0.0,2,0,0,negative
3915,-0.3802,-0.625,1,1,0,negative
2414,-0.3309,-0.33749999999999997,0,0,0,negative
5370,0.0,0.0,2,0,0,neutral
2184,0.8979,0.6666666666666666,2,0,0,positive
5453,0.0,0.0,1,0,2,neutral
1462,0.0,0.0,1,0,1,positive
3534,-0.4926,0.625,0,1,0,negative
5251,0.4019,0.0,0,0,0,neutral
6296,-0.6124,-0.5,3,0,0,neutral
5107,0.4404,0.7,0,0,0,neutral
1154,0.4404,0.2,0,0,0,positive
5845,0.34,0.0,1,0,0,neutral
5026,0.2225,0.0,0,2,1,neutral
397,0.3612,0.0,0,0,0,positive
6687,0.0,0.0,0,0,0,neutral
1536,0.5574,0.3333333333333333,0,0,0,positive
1073,0.4912,0.0,0,2,0,positive
3716,0.0,0.625,0,1,0,negative
4078,0.4404,0.1,1,0,1,negative
1342,0.4404,0.2,0,0,0,positive
2920,-0.3612,-0.25555555555555554,3,0,0,negative
1436,0.6689,0.6083333333333333,2,1,5,positive
3901,0.0572,-0.5,2,0,0,negative
481,0.0,0.5,2,1,0,positive
6340,0.4404,0.3166666666666667,0,0,0,neutral
4025,0.351,-0.07692307692307693,0,1,0,negative
6046,0.0,-0.1361111111111111,0,1,0,neutral
960,0.3788,0.22916666666666666,0,1,0,positive
4851,0.3818,0.0,1,0,0,neutral
3431,0.3182,0.0,0,0,2,negative
6900,0.0,0.0,0,0,0,neutral
5030,0.0,0.13636363636363635,1,0,0,neutral
1818,0.5951,-0.6,10,7,1,positive
4507,-0.296,0.0,0,0,3,negative
2387,-0.6369,0.0,1,0,1,negative
2953,-0.5267,0.0,1,0,0,negative
1598,0.3804,0.46666666666666673,0,0,0,positive
6385,0.0,0.0,0,0,0,neutral
3599,-0.4703,-1.0,0,0,0,negative
6510,0.1531,0.0,1,0,0,neutral
2475,0.7003,0.5,1,0,0,negative
6442,0.2263,0.25,0,0,0,neutral
3360,0.0,0.0,0,0,0,negative
7084,0.6808,-0.125,3,0,0,neutral
5063,0.0,0.0,1,0,0,neutral
5266,0.34,0.0,0,0,0,neutral
399,0.836,0.3333333333333333,0,0,0,positive
4595,0.0,0.1,1,0,0,negative
2169,0.6115,0.75,0,0,0,positive
1293,0.4939,0.2,1,0,0,positive
586,0.7707,0.25,0,2,0,positive
2746,0.3818,0.0,0,0,2,negative
806,0.8842,1.0,0,0,0,positive
2885,0.6705,0.0,2,0,0,negative
1703,0.5983,0.5583333333333333,1,1,2,positive
2327,0.4926,0.25,0,1,0,positive
6266,0.126,0.0,1,1,0,neutral
6137,0.6124,0.0,1,0,0,neutral
2701,-0.4767,-0.75,2,0,0,negative
396,0.5859,0.4,0,0,0,positive
4321,-0.7096,0.0,0,0,0,negative
4335,0.0,0.0,0,0,0,negative
5780,0.0,0.35,1,0,0,neutral
67,0.7717,0.09895833333333334,4,0,0,positive
6180,0.1012,0.2,1,0,0,neutral
6846,0.0,0.0,0,0,2,neutral
443,0.0,0.625,1,1,1,positive
1257,0.4926,0.25,0,1,0,positive
2737,-0.3182,0.0,0,0,0,negative
4560,0.0,0.0,0,0,0,negative
4156,-0.3802,-0.15000000000000002,0,1,0,negative
3999,-0.4023,0.0,0,0,0,negative
5473,0.6681,0.4285714285714286,1,0,1,neutral
908,-0.7463,0.4625,2,1,1,positive
3608,-0.6588,-0.75,1,1,0,negative
2767,0.0,0.0,0,0,0,negative
4286,0.0,0.25,0,1,0,negative
4787,0.0,0.21428571428571427,1,0,0,neutral
6132,0.6369,0.125,0,0,0,neutral
21,0.0,0.0,0,1,1,positive
260,0.765,0.8,0,0,0,positive
838,0.7964,0.65,2,0,0,positive
5472,0.3612,0.0,1,0,0,neutral
6551,0.0,0.0,0,0,0,neutral
4384,-0.8225,-0.3333333333333333,0,0,0,negative
949,0.0,-0.08888888888888889,1,1,0,positive
5090,0.4019,0.0,4,0,0,neutral
4883,0.0,-0.07777777777777779,0,0,1,neutral
4960,0.0,0.0,0,0,0,neutral
4391,0.1779,0.0,1,0,0,negative
2136,0.4753,0.475,0,1,0,positive
3554,-0.7783,-0.13571428571428573,0,0,1,negative
3958,-0.5583,0.04999999999999999,0,0,0,negative
5887,0.6526,0.0,3,3,0,neutral
1674,0.8658,0.5,1,0,0,positive
4231,0.5496,0.18333333333333332,0,0,0,negative
3075,-0.2278,-0.022023809523809522,0,0,0,negative
6005,0.0,0.13636363636363635,0,0,0,neutral
841,0.5719,0.26666666666666666,1,0,0,positive
1117,0.3612,0.0,2,0,0,positive
4653,0.34,0.0,1,0,0,negative
15,0.6369,1.0,0,0,0,positive
2951,-0.296,8.326672684688674e-18,0,0,0,negative
1129,0.807,0.3333333333333333,0,1,0,positive
2071,0.5399,0.3125,0,2,0,positive
4850,0.4404,0.2,0,0,0,neutral
3625,-0.6573,-0.25,0,0,0,negative
6388,0.3612,0.0,0,0,0,neutral
4520,-0.7096,0.0,2,0,0,negative
5985,0.7096,0.25,1,0,0,neutral
6004,0.0,0.0,1,0,0,neutral
6264,0.5859,0.8,0,0,0,neutral
3176,0.128,0.0,0,0,0,negative
6790,0.0,0.0,0,0,0,neutral
4911,0.0,0.0,0,0,0,neutral
4928,0.8074,0.04999999999999999,0,0,1,neutral
906,0.8353,0.3125,1,2,0,positive
1937,0.2363,0.21875,2,1,0,positive
4905,-0.8102,-0.18,0,0,0,neutral
1329,0.4199,0.0,2,1,0,positive
1202,0.7003,0.05000000000000002,4,0,0,positive
5426,0.0,0.0,0,2,0,neutral
4967,0.2457,0.2,3,0,0,neutral
2264,0.4767,0.0,1,0,1,positive
5677,0.0,0.0,0,0,0,neutral
3147,-0.6776,-1.0,0,4,0,negative
6674,0.7088,0.25,2,1,0,neutral
6244,0.0,0.0,2,0,0,neutral
552,0.0,0.0,0,1,0,positive
4311,0.0,-0.03787878787878788,1,0,0,negative
6612,0.0,0.0,1,0,2,neutral
4119,0.0516,0.0,0,0,0,negative
4439,0.5954,1.0,0,1,0,negative
4468,0.2732,0.21428571428571427,0,0,0,negative
3886,0.0,0.25,0,0,0,negative
5224,0.296,0.0,1,0,0,neutral
6491,0.5502,0.875,0,1,0,neutral
3513,0.3612,-0.25,1,0,1,negative
5488,-0.1531,0.05,1,0,0,neutral
6349,0.7906,-0.025,1,0,0,neutral
5700,0.0772,0.0,4,0,0,neutral
5988,0.4215,0.0,0,0,0,neutral
428,0.6249,0.8,0,0,0,positive
1397,0.8268,0.1,0,1,1,positive
3190,0.0,0.4,2,0,0,negative
4508,-0.25,0.0,2,0,0,negative
4472,0.25,-0.04999999999999999,0,0,0,negative
3561,0.0,0.0,1,1,0,negative
3636,-0.6249,-0.4,0,0,0,negative
3800,0.0,0.0,0,0,0,negative
2023,0.5707,0.15625,1,1,0,positive
5731,0.0,0.13636363636363635,0,0,0,neutral
82,0.6407,0.0,3,0,0,positive
4522,-0.2244,-0.5,1,1,1,negative
6602,0.0,-0.025,0,0,0,neutral
4865,0.4404,0.0,1,0,0,neutral
5559,0.0,0.0,3,0,0,neutral
5592,-0.0772,-0.012499999999999997,1,0,0,neutral
4230,-0.5574,0.30000000000000004,0,0,0,negative
1770,0.4404,0.225,0,0,0,positive
4796,-0.4588,-0.5,1,0,0,neutral
1717,0.7055,0.41666666666666663,0,1,0,positive
4043,0.8225,0.2333333333333333,0,0,0,negative
4099,-0.3008,-0.35,0,0,0,negative
2236,0.6696,0.55,0,1,1,positive
4656,-0.25,0.0,3,0,1,negative
176,0.9097,1.0,1,2,1,positive
1300,0.0,0.0,5,1,5,positive
2702,0.0,0.06666666666666667,0,0,1,negative
6511,0.0,0.0,0,0,0,neutral
5269,0.7133,0.375,2,1,0,neutral
6634,0.0,0.0,0,0,0,neutral
4355,-0.296,-0.2,0,0,0,negative
3032,0.0,0.10833333333333334,2,1,2,negative
6166,0.0,0.0,0,0,0,neutral
3544,0.0,0.0,0,0,0,negative
2996,0.0,0.25,0,0,0,negative
3053,0.0,0.25,3,0,0,negative
5642,0.0,0.0,1,0,0,neutral
3825,-0.4767,0.0,1,0,0,negative
3943,-0.4497,0.0,3,0,0,negative
4193,-0.25,0.0,0,0,0,negative
5826,0.0,0.0,1,0,0,neutral
1545,0.6908,0.4666666666666666,2,0,0,positive
2952,-0.6486,-0.5,0,0,0,negative
2474,-0.4767,-0.4,0,0,0,negative
3965,-0.2263,-0.125,2,0,0,negative
5211,-0.2263,0.0,1,0,0,neutral
3582,-0.4003,-0.5,1,1,1,negative
4947,0.0,0.0,1,0,0,neutral
4222,-0.7909,-0.35,2,0,1,negative
355,0.0,-0.25,0,0,0,positive
903,0.7568,0.75,0,2,0,positive
4211,0.0,-0.5,0,0,1,negative
5241,0.6486,0.55,1,0,0,neutral
2960,0.0,-0.75,0,0,1,negative
3376,0.4019,0.0,0,0,0,negative
3896,-0.5267,-0.1,0,0,0,negative
4546,0.8519,0.3,2,0,0,negative
6524,0.2942,0.625,0,1,0,neutral
4539,-0.296,0.0,0,0,0,negative
6930,0.6114,0.41666666666666663,2,1,0,neutral
5582,0.0772,0.0,0,0,0,neutral
3844,-0.4588,0.8,1,0,0,negative
3741,-0.9056,-0.125,0,5,0,negative
261,-0.128,0.0,1,0,0,positive
4999,0.0,0.25,1,0,0,neutral
2529,-0.3182,0.0,2,0,0,negative
97,0.0,0.0,0,0,0,positive
2490,0.7494,0.225,1,2,0,negative
5022,0.5267,0.25,0,0,0,neutral
4771,0.0,0.0,1,1,0,neutral
6621,0.0,0.0,0,0,0,neutral
5138,0.0,0.0,0,0,0,neutral
6627,0.0,0.8,0,0,0,neutral
3132,0.0,0.35,0,0,1,negative
1635,0.7345,0.5,2,1,0,positive
5421,-0.2732,-0.15,0,0,0,neutral
3863,-0.0613,-0.1,0,0,0,negative
4463,0.1326,0.0,2,0,0,negative
2724,0.5719,0.35,0,0,0,negative
5535,0.0,0.8,0,0,0,neutral
1344,0.7351,0.8,0,0,0,positive
731,0.4926,0.175,2,1,0,positive
3750,-0.4515,0.08750000000000001,0,0,0,negative
6925,0.0,0.0,0,0,0,neutral
3237,-0.0072,-0.5,1,0,0,negative
4995,0.25,0.0,0,0,0,neutral
2252,0.7767,0.25,0,3,0,positive
1534,0.9382,0.75,1,0,0,positive
4751,0.7184,0.0,0,0,0,neutral
4327,-0.25,0.0,0,0,0,negative
2774,0.3871,0.35714285714285715,3,0,0,negative
1326,0.0,0.8,0,0,0,positive
6645,0.0772,0.0,2,0,0,neutral
2845,0.0129,0.0,0,0,0,negative
948,0.3612,0.0,1,0,0,positive
1750,0.3612,0.0,0,0,0,positive
6958,-0.4767,-0.3333333333333333,2,0,0,neutral
4797,-0.4019,-0.2,0,0,0,neutral
2998,-0.296,0.0,3,0,0,negative
5434,-0.1779,0.0,0,0,0,neutral
6465,0.0,0.0,2,0,0,neutral
4206,-0.7645,0.275,1,0,0,negative
6469,0.4215,0.26666666666666666,0,0,0,neutral
6906,0.0,0.0,0,0,0,neutral
5651,0.4404,0.5,0,0,0,neutral
2935,-0.1027,-0.125,1,0,0,negative
4857,-0.6847,-0.13999999999999996,0,0,0,neutral
5892,0.0,0.0,0,0,0,neutral
2305,0.7088,0.625,0,1,0,positive
5109,0.6476,0.0,3,1,1,neutral
3292,-0.7717,-0.15476190476190477,0,0,0,negative
3895,0.5191,0.0,0,1,0,negative
2329,0.8478,0.7125,0,1,0,positive
563,0.0,0.0,0,1,3,positive
4647,-0.5837,-0.46875,1,2,0,negative
619,0.4199,0.0,0,1,0,positive
2406,-0.2942,0.0,2,1,0,negative
5383,0.6124,0.29166666666666663,0,0,1,neutral
472,0.7345,0.3125,1,1,0,positive
3624,0.1154,0.0,0,0,0,negative
923,0.4939,0.0,2,0,0,positive
2492,0.7263,-0.05,0,1,0,negative
5660,0.0,0.1,1,0,1,neutral
4368,0.5887,0.2,1,0,0,negative
6163,-0.1027,-0.15,2,0,0,neutral
633,0.6369,0.2857142857142857,1,0,0,positive
2789,-0.7096,-0.2,1,0,0,negative
946,0.8122,0.6875,0,1,0,positive
5043,0.7096,0.0,0,0,1,neutral
3441,-0.4404,-1.0,1,0,0,negative
3506,-0.2654,0.6,0,0,0,negative
632,0.4927,0.4611111111111111,2,0,3,positive
6183,0.0,0.0,1,0,0,neutral
1151,0.8107,0.3333333333333333,0,1,1,positive
2975,0.0,0.0,5,0,0,negative
3760,0.4939,0.2,0,0,0,negative
5678,0.0772,0.16666666666666666,0,0,0,neutral
6649,0.8619,0.2,1,2,1,neutral
3537,0.6848,0.30000000000000004,3,0,0,negative
3281,-0.34,-1.0,0,0,0,negative
952,0.8475,0.36875,1,1,0,positive
4582,-0.7906,-0.03333333333333333,2,0,0,negative
3811,-0.7186,-0.43214285714285716,0,0,0,negative
4731,0.5106,0.0,2,0,0,neutral
971,0.6696,1.0,0,1,0,positive
3092,-0.5095,-0.39,2,0,0,negative
3061,0.7184,0.3833333333333333,0,0,0,negative
5303,0.0,0.1,0,0,0,neutral
1946,0.9274,0.5333333333333333,2,0,0,positive
5605,0.3182,0.0,2,0,0,neutral
2271,0.8516,0.7125,0,1,0,positive
2289,0.3612,0.0,0,0,0,positive
5447,0.0,0.125,1,0,0,neutral
3087,0.0253,0.22714285714285715,1,0,1,negative
2765,-0.4404,-0.375,3,0,0,negative
747,0.0,0.0,0,0,0,positive
6079,0.7345,0.31212121212121213,4,1,0,neutral
1018,0.6792,0.10416666666666667,2,2,0,positive
4541,0.0,-1.0,0,0,2,negative
2758,0.0,0.0,2,0,1,negative
6962,0.0772,0.0,2,0,0,neutral
6936,0.0,0.0,0,0,0,neutral
5316,0.0,0.0,1,0,0,neutral
1097,-0.5423,-0.27499999999999997,3,0,0,positive
4150,-0.7351,0.35,1,0,0,negative
2456,0.0,0.375,2,0,0,negative
3238,0.2263,0.2,0,0,0,negative
1806,0.7611,0.2425,0,0,0,positive
3171,0.0,0.0,2,0,0,negative
6248,0.1511,0.20833333333333331,1,1,0,neutral
4542,-0.3595,0.0,1,1,0,negative
6284,0.6713,0.65,0,4,1,neutral
6715,-0.4767,-0.4,0,0,0,neutral
5190,0.0,0.0,0,0,0,neutral
7069,0.565,0.625,2,1,1,neutral
6033,0.8834,0.5499999999999999,0,0,0,neutral
4588,-0.7579,-0.65,0,0,1,negative
4469,0.7579,0.0,0,0,0,negative
2750,-0.3802,-0.5138888888888888,4,1,0,negative
28,0.8578,0.75,0,1,0,positive
882,0.7712,0.125,0,1,0,positive
2156,0.3612,0.0,1,0,0,positive
572,0.765,0.45,0,0,0,positive
734,0.7506,0.3875,1,0,0,positive
5045,0.1862,-0.10714285714285714,0,0,0,neutral
3067,0.3071,0.0,1,0,0,negative
186,0.7845,0.325,1,0,0,positive
5509,0.4404,0.7,2,0,0,neutral
1902,0.7772,0.3523809523809523,2,2,0,positive
2225,0.5095,0.5,1,0,0,positive
6971,0.4753,0.2189393939393939,1,1,0,neutral
1611,0.4926,0.25,1,1,0,positive
4360,0.3544,0.0,0,6,0,negative
768,0.6588,0.5681818181818181,0,1,2,positive
655,0.7339,0.25,1,2,0,positive
967,0.7964,0.225,0,0,0,positive
4581,0.0,0.0,0,0,0,negative
6680,-0.6249,-0.725,2,0,0,neutral
1104,0.0,0.0,1,4,1,positive
1410,0.6103,-0.25,0,2,0,positive
6341,0.0772,0.0,0,0,0,neutral
2393,0.6124,0.0,1,0,0,negative
6367,-0.0498,0.45,0,0,0,neutral
4479,0.0,-0.05,0,5,0,negative
2403,0.6369,0.0,0,0,0,negative
3631,-0.7096,-0.225,0,0,0,negative
3423,-0.4404,0.0,1,0,0,negative
5643,0.1779,0.0,0,0,0,neutral
2091,0.0,0.29166666666666663,0,0,1,positive
1184,0.0,0.275,1,1,0,positive
3956,-0.6565,0.10833333333333332,0,1,0,negative
4157,-0.5158,0.4000000000000001,1,0,0,negative
1924,0.4199,0.0,0,1,0,positive
2147,0.5423,0.6000000000000001,0,0,0,positive
1315,0.504,0.2,0,0,0,positive
4066,0.2023,0.0,0,0,0,negative
4432,0.0,0.08035714285714285,0,0,1,negative
3262,-0.4404,-0.04999999999999997,0,0,1,negative
4246,0.3695,-0.325,1,0,0,negative
717,0.8687,0.41666666666666663,1,1,0,positive
475,0.4926,0.375,0,1,0,positive
787,-0.3544,0.39999999999999997,0,0,3,positive
6,0.784,1.0,0,1,0,positive
2636,0.4215,0.4,2,0,0,negative
5399,0.0,-0.125,2,1,0,neutral
6487,0.0,-0.125,1,0,0,neutral
324,0.9014,0.3333333333333333,5,0,1,positive
1602,0.7269,0.6000000000000001,0,0,0,positive
2331,0.7706,0.275,0,1,0,positive
3146,-0.1779,-0.08333333333333333,2,0,0,negative
4638,0.0,0.5,2,0,0,negative
6227,0.0,0.0,1,0,1,neutral
4192,0.1154,0.17777777777777778,0,0,0,negative
1130,0.7783,0.31666666666666665,4,0,0,positive
856,0.6249,0.5428571428571429,1,0,0,positive
7075,0.8244,0.425,0,0,0,neutral
4210,-0.2924,-0.25,0,0,1,negative
745,0.4926,0.25,0,1,0,positive
1886,0.5983,1.0,2,1,1,positive
2277,0.3612,0.0,0,0,0,positive
4179,0.0,0.35,0,0,0,negative
1757,0.5399,0.2,1,2,0,positive
4400,-0.1531,-0.016666666666666673,0,0,0,negative
1422,0.4588,0.5,2,0,0,positive
3526,0.0,-0.4,0,0,1,negative
6249,0.5267,0.0,3,0,0,neutral
3283,0.4885,0.3333333333333333,8,27,0,negative
622,-0.3862,-0.3333333333333333,0,0,0,positive
5815,0.0,0.0,0,0,0,neutral
2728,-0.8885,-0.3,3,0,0,negative
2470,-0.7263,-1.0,0,1,1,negative
2410,-0.6124,-0.14583333333333334,2,0,0,negative
4972,0.5994,0.6,2,0,0,neutral
6474,0.4215,0.2,2,0,0,neutral
6692,0.3182,0.0,0,0,1,neutral
6668,0.3903,0.10833333333333334,4,1,0,neutral
3499,0.0,0.0,4,0,0,negative
3822,-0.296,-0.26666666666666666,0,0,0,negative
3712,0.5994,-0.06565656565656565,0,0,0,negative
5659,0.0,0.0,0,0,0,neutral
3955,-0.6908,-0.44999999999999996,0,0,0,negative
2838,0.2023,0.016666666666666673,1,0,0,negative
6939,0.6467,0.04999999999999999,0,2,0,neutral
171,-0.3769,-0.25,1,3,0,positive
154,0.7418,0.21666666666666667,1,2,0,positive
2723,0.0,-0.2,1,0,0,negative
2235,0.5399,0.25,0,2,0,positive
3181,0.0,-0.25,0,0,0,negative
1483,0.3182,0.2,1,0,0,positive
453,0.0,0.0,0,0,0,positive
951,0.891,0.26666666666666666,0,0,0,positive
1747,0.5229,0.0,0,3,3,positive
3472,-0.6935,-0.041666666666666664,0,0,0,negative
1932,0.8172,0.4875,2,1,1,positive
3602,-0.4137,-0.038888888888888896,1,0,0,negative
2394,0.4404,0.3333333333333333,1,0,0,negative
5959,0.8475,0.1,3,2,1,neutral
3529,-0.2263,-0.05,0,0,1,negative
2294,0.4926,0.25,0,1,0,positive
1106,0.4457,0.125,0,1,0,positive
835,0.865,0.6,0,3,0,positive
6439,-0.4019,0.0,0,0,0,neutral
6648,0.0,0.25,1,0,0,neutral
1506,0.9448,0.5833333333333334,0,4,0,positive
4548,-0.4019,0.0,0,0,0,negative
6150,0.3612,0.0,2,0,0,neutral
892,0.0,0.0,0,2,0,positive
3663,0.6486,-0.2,2,0,1,negative
5468,0.0,0.0,0,0,0,neutral
4557,-0.1027,-0.8,2,0,0,negative
7064,0.4019,0.0,3,0,0,neutral
2633,-0.296,0.0,0,0,0,negative
5174,-0.2023,-0.1,3,0,0,neutral
102,0.3574,0.0,1,1,0,positive
3888,-0.8829,-0.32500000000000007,0,2,0,negative
6573,0.0,0.0,2,0,0,neutral
6096,0.7717,0.35,0,1,0,neutral
7028,0.1877,0.0,0,0,0,neutral
3204,-0.128,0.0,1,0,0,negative
5111,0.6249,0.35,0,0,0,neutral
6561,0.0,0.0,0,0,0,neutral
1524,0.4926,0.30833333333333335,0,1,0,positive
1900,0.7424,0.0,1,1,0,positive
2274,0.8997,0.21726190476190477,1,2,0,positive
2057,0.8346,0.5666666666666667,0,4,0,positive
3424,-0.5413,-0.2,2,0,0,negative
983,0.8074,0.2,1,0,0,positive
2037,0.4199,0.0,0,1,0,positive
282,0.4767,0.07500000000000004,0,0,0,positive
3413,0.34,-0.08333333333333333,0,0,0,negative
78,0.6187,0.1090909090909091,1,0,0,positive
2123,0.4738,0.5104166666666666,0,2,0,positive
5319,0.0,0.0,3,0,0,neutral
3042,0.1779,-0.012500000000000011,1,0,0,negative
588,0.8271,0.5,0,0,0,positive
3201,0.6597,0.4,2,0,0,negative
5172,0.0,0.0,0,0,0,neutral
3933,-0.4256,0.0,0,0,0,negative
5309,-0.25,0.0,4,0,0,neutral
6215,0.6792,0.0,1,2,0,neutral
5121,0.0,0.0,0,0,0,neutral
695,0.8264,0.40625,2,2,0,positive
2433,0.4449,0.0,0,0,0,negative
5673,0.3164,0.25,1,1,0,neutral
5100,-0.4019,0.0,0,0,0,neutral
2486,-0.3182,0.0,0,0,0,negative
7062,0.5994,0.3,0,0,0,neutral
4190,-0.1263,-0.05833333333333333,2,0,0,negative
5775,0.0,0.0,0,3,0,neutral
6595,0.0,0.0,3,0,0,neutral
597,0.7574,0.2611111111111111,0,1,0,positive
3701,0.6249,0.8,0,0,0,negative
2564,0.1764,-0.06874999999999999,0,0,0,negative
4755,0.7184,0.1,0,0,0,neutral
744,0.4404,0.43333333333333335,1,0,0,positive
3422,0.0,0.0,1,0,1,negative
6770,-0.2263,0.0,0,0,0,neutral
380,0.9283,0.5481481481481482,2,7,0,positive
1848,0.7707,0.40625,1,2,0,positive
4945,0.4215,0.6,0,0,1,neutral
2062,0.4926,0.25,0,1,0,positive
241,0.0,0.1,0,0,1,positive
711,0.0,0.0,0,0,0,positive
1463,0.7955,0.0,2,2,0,positive
3097,0.0,0.35,0,0,1,negative
3653,-0.3586,0.2,0,0,0,negative
3873,0.0,0.0,0,0,0,negative
6392,0.0,0.0,2,0,4,neutral
1304,0.6334,0.02083333333333337,4,1,0,positive
2240,0.6793,0.21875,1,1,0,positive
724,0.7906,0.6,0,0,0,positive
5727,0.0,0.11212121212121212,2,1,1,neutral
2648,-0.25,0.0,3,0,0,negative
3571,0.0,0.0,0,0,0,negative
6534,-0.0516,0.0,4,0,0,neutral
437,0.6369,0.35,0,0,0,positive
2784,-0.5719,-0.26666666666666666,0,0,0,negative
2262,0.4199,0.0,0,1,0,positive
4607,0.3612,0.0,1,0,0,negative
1625,0.8126,0.18888888888888888,0,0,0,positive
4534,-0.6361,-0.52,1,0,0,negative
1872,0.4404,0.55,1,0,0,positive
4041,0.34,0.0,2,0,0,negative
5604,0.0,0.3375,0,0,0,neutral
1774,0.4926,0.25,0,1,0,positive
1738,0.5399,1.0,0,2,0,positive
1655,0.5574,0.2674242424242424,0,0,3,positive
5621,0.0,0.0,1,0,0,neutral
5682,0.0,-0.09999999999999999,2,0,0,neutral
