,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
8386,568431120032915457,negative,1.0,Customer Service Issue,0.6802,Delta,,Old_bauer,,0,@JetBlue ruining vacations left and right. Who would have thought an airline can Cancelled Flight tickets without telling the buyer,,2015-02-19 07:25:14 -0800,,Eastern Time (US & Canada)
6465,567831075763003393,negative,1.0,Cancelled Flight,1.0,Southwest,,TravelWithSuze,,0,@SouthwestAir understand weather is an issue but on time Cancelled Flighted reinstated Cancelled Flighted with hardly any updates and doing nothing for me= :(,,2015-02-17 15:40:52 -0800,"New York, NY",
12864,569997258772455424,negative,0.6784,Can't Tell,0.6784,American,,joseglopez00,,0,@AmericanAir what's done is done. Not much you can do at this point. Trip is already over.,,2015-02-23 15:08:31 -0800,"Springfield, MO",Central Time (US & Canada)
10022,569567084721655808,negative,0.6855,Customer Service Issue,0.3466,US Airways,,SS8085,,0,"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available""",,2015-02-22 10:39:09 -0800,"Dallas, Burlington, Boston",Eastern Time (US & Canada)
3435,568441968327573504,negative,1.0,Customer Service Issue,1.0,United,,uncmnwellness,,1,"@united So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail",,2015-02-19 08:08:21 -0800,"Ventura, California",Pacific Time (US & Canada)
24,570256553502068736,negative,1.0,Customer Service Issue,0.3557,Virgin America,,ayeevickiee,,0,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,,2015-02-24 08:18:51 -0800,714,Mountain Time (US & Canada)
10572,569170176165478401,negative,1.0,Can't Tell,1.0,US Airways,,SkipCohen,,0,@USAirways Sadly your words don't represent your company's actions. Talk is cheap.,,2015-02-21 08:21:59 -0800,"ÜT: 36.149602,-86.779693",Eastern Time (US & Canada)
4913,569655614432915456,negative,1.0,Late Flight,1.0,Southwest,,attra_versiamo,,0,@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous,,2015-02-22 16:30:56 -0800,,
4803,569714651489050624,negative,1.0,Lost Luggage,0.3473,Southwest,,WillBursch,,0,@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.,,2015-02-22 20:25:32 -0800,"Aurora, OH",Quito
3189,568607402645454848,negative,0.6866,Late Flight,0.6866,United,,tonypal1588,,0,@united @dmb41shows I need this plane to get to buffalo so I can leave tonight. Any progress?,,2015-02-19 19:05:43 -0800,Houston,Central Time (US & Canada)
3058,568760315569053696,negative,1.0,longlines,0.6677,United,,CeC,,0,@united don't know if you are aware that ALL of your premier access lines are closed in your terminal. I feel the love.,,2015-02-20 05:13:20 -0800,Naperville,Paris
7903,569005006902468608,negative,1.0,Customer Service Issue,1.0,Delta,,jmoalmawali,,0,@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people,,2015-02-20 21:25:39 -0800,Boston,
8073,568809510644527104,negative,1.0,Late Flight,1.0,Delta,,MichaelSadov,,0,"@JetBlue we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating.",,2015-02-20 08:28:49 -0800,,
2728,568931637699829761,negative,0.3511,Flight Attendant Complaints,0.3511,United,,robfarrisjr,,1,@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!,,2015-02-20 16:34:07 -0800,"Apex, NC",Eastern Time (US & Canada)
3898,568036095088160768,negative,0.6622,Lost Luggage,0.3328,United,,Z_J_M_,,0,@united Monday evening.,,2015-02-18 05:15:33 -0800,,Eastern Time (US & Canada)
10172,569507632509267968,negative,0.6862,Can't Tell,0.3533,US Airways,,nanceebing,,0,@USAirways  but have to return car to clt can I skip my flgjt back tonight from gso to clt and pick up at clt to fll I was told yes,,2015-02-22 06:42:55 -0800,south beach/ LA / NC,Eastern Time (US & Canada)
3311,568535677027028992,negative,0.3404,Can't Tell,0.3404,United,,Jaytolchinsky,,0,@united Donna and Juan still the best in the United Club_ too bad UAL does not get it,,2015-02-19 14:20:42 -0800,,Central Time (US & Canada)
9617,569817859406352384,negative,1.0,Customer Service Issue,0.6419,US Airways,,patrickcota5,,0,@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!,,2015-02-23 03:15:39 -0800,,
3793,568118981170606080,negative,0.6838,Flight Booking Problems,0.6838,United,,dr_spencer,,0,@united 16 days for one flight and 8 for the other (roundtrip).,"[0.0, 0.0]",2015-02-18 10:44:54 -0800,Nicaragua,Central America
8571,568157491927896064,negative,0.6742,Lost Luggage,0.6742,Delta,,thisnamerocks2,,0,@JetBlue should've been on one of your flights instead... @SouthwestAir has now lost our bags to add insult to injury,,2015-02-18 13:17:56 -0800,"Canton, MA",
14018,569676866824642561,negative,1.0,Can't Tell,0.3487,American,,agoldenbrown,,0,@AmericanAir all of these issues are not based on weather or things that are out of your control. These  issues are based on negligence.,,2015-02-22 17:55:23 -0800,NYCATL,Eastern Time (US & Canada)
4807,569709058636320768,negative,1.0,Lost Luggage,1.0,Southwest,,WillBursch,,0,@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me.,,2015-02-22 20:03:18 -0800,"Aurora, OH",Quito
4331,570305078470557697,negative,1.0,Customer Service Issue,1.0,Southwest,,Tim535353,,0,@SouthwestAir still no update text #2053 &amp; still no response to email fr1/5/2015 SR #256746438028. Feel like yr losing customer service/care,,2015-02-24 11:31:41 -0800,"St. Louis, MO",Central Time (US & Canada)
12037,568265091226800130,negative,0.924,Late Flight,0.4904,American,negative,beaubertke,Late Flight,0,"@AmericanAir Okay, I think 1565 has waited long enough for a gate at DFW...",,2015-02-18 20:25:30 -0800,Texas,Central Time (US & Canada)
10230,569477458023616512,negative,1.0,Customer Service Issue,1.0,US Airways,,RealDaveOrtiz,,0,"@USAirways why don't you hire people to deal with the call volume, this is absolute garbage #incompetent",,2015-02-22 04:43:01 -0800,"iPhone: 39.285219,-76.622649",Quito
7346,569657725304610816,negative,1.0,Late Flight,1.0,Delta,,aaronkinnari,,0,@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.,,2015-02-22 16:39:20 -0800,Gotham,Quito
1495,569698504467021824,negative,1.0,longlines,0.6764,United,,scottecrouch,,1,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,,2015-02-22 19:21:22 -0800,"New York & Washington, D.C.",Eastern Time (US & Canada)
7298,569682277111889920,negative,1.0,Can't Tell,0.6667,Delta,,leighericam,,0,"@JetBlue even tho the extra 5 lbs are still going on the plane, just as a carry on. Where is the sense? What do you say to fat people?",,2015-02-22 18:16:53 -0800,NYC | NOLA  ,
14004,569678544869199872,negative,1.0,Customer Service Issue,1.0,American,,larrylarry,,0,@AmericanAir that's the number I called -it wouldn't let me speak to an agent because of the issues with weather today,,2015-02-22 18:02:03 -0800,Toronto,Eastern Time (US & Canada)
11504,568064027437301760,negative,1.0,Late Flight,1.0,US Airways,,DustyJonas,,0,@USAirways any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour,,2015-02-18 07:06:32 -0800,"Dallas, TX",Central Time (US & Canada)
4706,569914957552353280,negative,0.6745,Bad Flight,0.6745,Southwest,,HDsportsguy,,0,@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0,,2015-02-23 09:41:29 -0800,,
6095,568238793150611457,negative,0.7020000000000001,Late Flight,0.7020000000000001,Southwest,,aryehmon,,0,@SouthwestAir sat on a plane for 2+ hrs on 2/15! Then we finally took off.. :(,,2015-02-18 18:41:00 -0800,,
11024,568606238428270594,negative,1.0,Late Flight,0.6813,US Airways,,Allisonjones704,,0,"@USAirways ruined our honeymoon by causing us to miss our international flight, and now we are stranded.",,2015-02-19 19:01:06 -0800,,
543,570286882623369217,negative,1.0,Customer Service Issue,1.0,United,,nydia376,,0,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,,2015-02-24 10:19:22 -0800,USA,
3832,568092350355865600,negative,1.0,Can't Tell,0.6821,United,,eatgregeat,,0,@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.,"[29.98605741, -90.25189405]",2015-02-18 08:59:05 -0800,,Eastern Time (US & Canada)
7445,569603273033945090,negative,1.0,Flight Booking Problems,0.6803,Delta,,HarmeetSM,,0,"@JetBlue why, when you book a flight now, does jetblue separate a 3yr old from the mother? Isn't that a bit stupid? check-in headaches!",,2015-02-22 13:02:57 -0800,,
9143,570125976195219456,negative,0.3469,Customer Service Issue,0.3469,US Airways,,EmilyClapp,,0,@USAirways thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.,,2015-02-23 23:39:59 -0800,DC,
8321,568488247514554369,negative,1.0,Customer Service Issue,1.0,Delta,,alanbestnyc,,0,@JetBlue actually they said the fraud issue was never resolved. but why then did they issue me a new ticket of the phone?,,2015-02-19 11:12:14 -0800,,Quito
13661,569766247715319808,negative,1.0,Cancelled Flight,1.0,American,,sam4tgl,,1,@AmericanAir flight Cancelled Flighted! I'm trying to get to #chicago. What are me and @justynmoro gonna do. #flying#flight#travel,,2015-02-22 23:50:33 -0800,Pride Rock ,Pacific Time (US & Canada)
824,570063826508320769,negative,1.0,Can't Tell,1.0,United,,handsomanderson,,1,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.,,2015-02-23 19:33:02 -0800,"Los Vancouver, CA",Pacific Time (US & Canada)
2187,569323727818657792,negative,0.6737,Bad Flight,0.3474,United,,hadAbadWeek,,0,@united what exactly do you hang on this hook? http://t.co/ZHxOk07Aqa,,2015-02-21 18:32:08 -0800,,
10061,569555072067051520,negative,1.0,longlines,1.0,US Airways,,countryguyusa,,0,@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac,,2015-02-22 09:51:25 -0800,World,Eastern Time (US & Canada)
2873,568854082536001536,negative,0.6531,Customer Service Issue,0.6531,United,,VCollins82,,0,@united why do I have to go thru the details of the flight I want w/ the recording to then repeat ALL when a real person gets on the line?,,2015-02-20 11:25:56 -0800,"Washington, DC ",
9842,569644766779936768,negative,1.0,Late Flight,0.6563,US Airways,,dailydebs,,0,@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess,,2015-02-22 15:47:50 -0800,Indiana!,
10096,569538857328353280,negative,1.0,Customer Service Issue,1.0,US Airways,,djNRG007,,0,@USAirways using all of my monthly minute on hold with you assholes,,2015-02-22 08:46:59 -0800,"Boston, MA",Eastern Time (US & Canada)
1462,569710019333107714,negative,1.0,Late Flight,0.3372,United,,patlee,,1,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,,2015-02-22 20:07:07 -0800,"Bay Area, CA",Pacific Time (US & Canada)
11888,570306715599695874,negative,0.6889,Can't Tell,0.3444,American,,banderson_1978,,0,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,"[35.22643463, -80.93879965]",2015-02-24 11:38:11 -0800,"Albany, NY",
1937,569513811285311488,negative,1.0,Late Flight,0.7143,United,,BuickJohnc,,0,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired,,2015-02-22 07:07:28 -0800,Edinburgh,
11684,567819711950635009,negative,1.0,Late Flight,0.3457,US Airways,,earlp,,0,@USAirways flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed,,2015-02-17 14:55:43 -0800,,Quito
9802,569659137581326336,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,ElmiraBudMan,,0,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta,,2015-02-22 16:44:56 -0800,Does it really matter,
10091,569540460810620928,negative,1.0,Customer Service Issue,0.6736,US Airways,,lminboston,,0,@USAirways Been on hold 2.5 hours now! System hung up on me twice after an hour holding. :(  Trying 2 correct online Flight Booking Problems error. #unhappy,,2015-02-22 08:53:22 -0800,,
10654,569007852607680512,negative,1.0,Customer Service Issue,1.0,US Airways,,stephenrodrick,,0,@USAirways How the heck does one get the Internet desk to authorize a waiver? Would that involved being on hold for another hour?,,2015-02-20 21:36:58 -0800,,Arizona
8583,568146088416448513,negative,1.0,Customer Service Issue,0.6691,Delta,,rolf_schomaker,,0,@JetBlue lots of people scratching heads and looking at screens ignoring passengers,"[40.77471899, -73.86957658]",2015-02-18 12:32:37 -0800,ft Lauderdale,
13186,569918774788419584,negative,1.0,Customer Service Issue,1.0,American,,jeffsberry,,0,@AmericanAir @British_Airways trying to speak with an agent about my flight to London tonight but can't get anyone from AA.  Can you help?,,2015-02-23 09:56:39 -0800,,
4724,569899502355681280,negative,0.66,Can't Tell,0.66,Southwest,,michellehamm0nd,,0,@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' .....,,2015-02-23 08:40:04 -0800,insta : michellehamm0nd,Eastern Time (US & Canada)
2615,568990399814987777,negative,1.0,Late Flight,1.0,United,,raindovemodel,,0,@united Stuck in this airport 12 hours in standbys cuz the pilot showed up Late Flight in PJs &amp; i missed my connectin flight. PJ's I TELL U! #NYFW,,2015-02-20 20:27:37 -0800,Anywhere someone needs me,Eastern Time (US & Canada)
10364,569351289026568192,negative,1.0,Late Flight,1.0,US Airways,,FalconjcJohn,,0,"@USAirways Yep, except this delay was due to a hasty and unwise decision to pushback other plane before the plows were done. #fail.",,2015-02-21 20:21:39 -0800,,
210,569247394002563072,negative,1.0,Late Flight,1.0,Virgin America,,wmrrock,,0,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,,2015-02-21 13:28:49 -0800,CT,Eastern Time (US & Canada)
12257,570250236402094080,negative,1.0,Lost Luggage,0.6890000000000001,American,,jacquelinewins6,,0,"@AmericanAir 
Can you tell me what that means? I work and just need an estimated time of arrival please? I need my laptop for work. Thanks",,2015-02-24 07:53:45 -0800,,
5638,568845012777111552,negative,1.0,Late Flight,1.0,Southwest,,Mackenzie_RT,,0,@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?,,2015-02-20 10:49:54 -0800,SF by way of NY and UNC. ,Quito
4075,567834498655604736,negative,1.0,Late Flight,1.0,United,,lisakaysolomon,,0,"@United: I feel very well informed. yes, the flight is indeed delayed. Thank you. http://t.co/FuCHZRZjg5",,2015-02-17 15:54:28 -0800,"San Francisco, CA",
815,570067181733580800,negative,1.0,Lost Luggage,1.0,United,,ColtonWoytas,,1,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,,2015-02-23 19:46:22 -0800,NY,Mountain Time (US & Canada)
9669,569731306092961792,negative,0.6632,Customer Service Issue,0.6632,US Airways,,SmileyNthahood,,0,Number or email? That's the purpose of sending you a tweet? @USAirways,,2015-02-22 21:31:43 -0800,,Pacific Time (US & Canada)
683,570188934564737024,negative,1.0,Cancelled Flight,1.0,United,,bcarlsrud,,0,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,,2015-02-24 03:50:10 -0800,,Central Time (US & Canada)
2555,569085424498446337,negative,0.705,Bad Flight,0.705,United,,tcfitz3,,0,@united  No first class passenger should have to pay for inflight wifi.,,2015-02-21 02:45:12 -0800,Houston,Central Time (US & Canada)
14560,569599269189107712,negative,1.0,Customer Service Issue,1.0,American,,tennetexan,,0,@AmericanAir weather is unavoidable. Understaffing is controllable,,2015-02-22 12:47:03 -0800,"Pilot Point, Republic of Texas",
5560,568893685397483522,negative,1.0,Late Flight,1.0,Southwest,,NGottesman,,0,@SouthwestAir heyo! What is causing flight 1836 ewr to hou to be delayed?,,2015-02-20 14:03:18 -0800,"BRKLYN, NY",Central Time (US & Canada)
11985,570275970046775297,negative,0.6791,Customer Service Issue,0.3727,American,,StefanNiemczyk,,0,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.,,2015-02-24 09:36:01 -0800,,Arizona
3835,568091960709230592,negative,1.0,Customer Service Issue,1.0,United,,1LovePT,,0,@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell,,2015-02-18 08:57:32 -0800,Canada,Eastern Time (US & Canada)
242,569192778468626432,negative,1.0,Customer Service Issue,1.0,Virgin America,,bluesmoon,,0,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",,2015-02-21 09:51:48 -0800,"Cambridge, MA, USA, Earth",Eastern Time (US & Canada)
8395,568426489055719425,negative,1.0,Customer Service Issue,0.6916,Delta,,ZKatcher,,1,@JetBlue tells me $130 paid &amp; confirmed flight will now cost me $566.80 CASH ONLY @ airport  22 hours before my flight  #RIPOFF #NoSupport,"[0.0, 0.0]",2015-02-19 07:06:50 -0800,"Washington, DC",Eastern Time (US & Canada)
1783,569587787680256001,negative,1.0,Customer Service Issue,0.6637,United,,mgmcg16,,0,"@united 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.",,2015-02-22 12:01:25 -0800,,
1601,569648492190179328,negative,0.6327,Lost Luggage,0.6327,United,,Spencerklein,,0,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,,2015-02-22 16:02:38 -0800,,Eastern Time (US & Canada)
13773,569719978993152000,negative,1.0,Customer Service Issue,1.0,American,,troubledsoul99,,0,"@AmericanAir Thank you for holding, we apologize for the delay in answering your call. To speak to a representative please continue to hold.",,2015-02-22 20:46:42 -0800,"Raleigh, NC",
6730,567715917983776772,negative,1.0,Customer Service Issue,0.6966,Southwest,,sahandmirza,,0,@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,,2015-02-17 08:03:17 -0800,"San Francisco, CA",
8706,567918931148685312,negative,1.0,Can't Tell,1.0,Delta,,komal102,,0,@JetBlue not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..,,2015-02-17 21:29:59 -0800,BOSTON,Eastern Time (US & Canada)
11960,570283254743506944,negative,1.0,Late Flight,0.6762,American,,chagaga2013,,0,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,"[40.68996177, -73.91640136]",2015-02-24 10:04:57 -0800,new york city,Central Time (US & Canada)
11395,568143054856712192,negative,1.0,Lost Luggage,1.0,US Airways,,tannapistolis,,0,@USAirways you can't even track my bag to see where it is. It's like it's disappeared.,,2015-02-18 12:20:34 -0800,,Eastern Time (US & Canada)
6174,568160511264571392,negative,0.6848,Customer Service Issue,0.3478,Southwest,,mybadtequila,,0,"@SouthwestAir pls help me get this resolved &amp; reimbursement made.  gracias, rico; pls send me private msg with phone number or email address",,2015-02-18 13:29:56 -0800,"Scottsdale, AZ",Mountain Time (US & Canada)
2806,568890960358166528,negative,1.0,Bad Flight,0.6458,United,,Paul_Faust,,1,@united Love to report how horrible this flight is to your team. Let's make it worse...as they get to my seat...out of all snacks,,2015-02-20 13:52:29 -0800,New York,
10264,569431884217909248,negative,1.0,Customer Service Issue,0.3495,US Airways,,drewdenker,,0,@USAirways just Cancelled Flighted my flight and told me to call to rebook. Been on hold for 48 minutes at 4 am and still waiting,,2015-02-22 01:41:55 -0800,,
2702,568950548411461632,negative,1.0,Late Flight,0.6495,United,,laurenmadams,,0,"@united If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?",,2015-02-20 17:49:15 -0800,In & Around Chicago,Central Time (US & Canada)
10214,569485322431696896,negative,1.0,Customer Service Issue,0.6753,US Airways,,benjosephson,,0,@USAirways been on hold 2+ hours trying to reschedule Cancelled Flightled DCA-BOS flight. Can anyone help?,,2015-02-22 05:14:16 -0800,,Central Time (US & Canada)
1391,569745645956771840,negative,1.0,Cancelled Flight,1.0,United,,patlee,,0,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ","[0.0, 0.0]",2015-02-22 22:28:42 -0800,"Bay Area, CA",Pacific Time (US & Canada)
7784,569247182475407360,negative,1.0,Customer Service Issue,0.6698,Delta,,jojo929,,0,@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.,,2015-02-21 13:27:59 -0800,,
10614,569124496990466051,negative,1.0,Late Flight,0.6566,US Airways,,Terri79,,0,@USAirways Sitting on the runway at phl for the last 30 min because the correct weights for the flight aren't in the system? #jobfail,,2015-02-21 05:20:28 -0800,Earth,Eastern Time (US & Canada)
12292,570240784357830659,negative,1.0,Can't Tell,0.6341,American,,mwecker,,0,@AmericanAir I picked the nonstop flight bc I had things to get to. Should’ve taken diff route or airline I suppose!,,2015-02-24 07:16:12 -0800,"Washington, DC",Eastern Time (US & Canada)
7147,569925538946551808,negative,0.7102,Can't Tell,0.7102,Delta,,DEdzJr,,0,Why? 😒 RT @JetBlue Our fleet's on fleek. http://t.co/I7Ut2ZvHCO,,2015-02-23 10:23:31 -0800,KCMO - University of Missouri ,Central Time (US & Canada)
7373,569634729324122112,negative,0.6599,Customer Service Issue,0.3515,Delta,,SibleyStepsOut,,0,"FYI, @JetBlue: The last email response - ""we undrstnd this wasnt best 4 you"" -but hope 2 wlcm u back onbrd N the future...   nice touch. lol",,2015-02-22 15:07:57 -0800,Washington DC Metro,Eastern Time (US & Canada)
1098,569928277613256704,negative,1.0,Late Flight,1.0,United,,tmarsh83,,0,@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,,2015-02-23 10:34:24 -0800,"NEIN, London, or Maui. ",
14100,569666689589231616,negative,0.6282,Customer Service Issue,0.3292,American,,otisday,,0,"@AmericanAir @manuel_c ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our Twitter bot cares? Or....",,2015-02-22 17:14:57 -0800,Pekin,Eastern Time (US & Canada)
9907,569621365634015232,negative,1.0,Cancelled Flight,1.0,US Airways,,brianmka,,0,@USAirways What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow,,2015-02-22 14:14:51 -0800,"Washington, D.C.",Central Time (US & Canada)
13820,569709973963468801,negative,1.0,Cancelled Flight,1.0,American,,LaurenCSands,,0,"@AmericanAir next time my flight's Cancelled Flightled, I'd appreciate SOME indication (email, text, carrier pigeon). App didn't even warn at check in",,2015-02-22 20:06:57 -0800,,Central Time (US & Canada)
12049,570306715599695874,negative,1.0,Bad Flight,1.0,American,,banderson_1978,,0,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,"[35.22643463, -80.93879965]",2015-02-24 11:38:11 -0800,"Albany, NY",
10340,569361961487478785,negative,1.0,Late Flight,0.66,US Airways,,OP_Rahul,,0,@USAirways actually it landed in BWI 30 minutes ago. She is stranded but I have friends to help. You FAILED big time on this one.,,2015-02-21 21:04:04 -0800,"Ocean View, Hawaii",
13551,569835167944019968,negative,1.0,Lost Luggage,0.6812,American,,Eleonora7,,0,@AmericanAir thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC. Unbelievable.,,2015-02-23 04:24:25 -0800,"New York, NY ",Eastern Time (US & Canada)
7397,569627374674964480,negative,1.0,Bad Flight,0.7033,Delta,,ThatJasonEaton,,0,@JetBlue you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!,,2015-02-22 14:38:43 -0800,,
918,570014689322643456,negative,1.0,Flight Attendant Complaints,0.6551,United,,CengageTeamUP,,1,@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,,2015-02-23 16:17:46 -0800,,Eastern Time (US & Canada)
8741,567879331810246656,negative,1.0,Late Flight,1.0,Delta,,GraceLavigne,,0,"@JetBlue flight delayed 3x(!) and still not taking off on time, &amp; greeting me at my seat (yes it's gum &amp; garbage): http://t.co/n9hmcrJChb",,2015-02-17 18:52:38 -0800,,Eastern Time (US & Canada)
2760,568917429033652226,negative,1.0,Late Flight,0.6154,United,,4wordSOUL,,1,"@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100",,2015-02-20 15:37:39 -0800,"Denver, CO",Mountain Time (US & Canada)
6486,567822780135124992,negative,1.0,Customer Service Issue,1.0,Southwest,,Mselite25,,4,@SouthwestAir very poor customer service thru out each of my cxl flights😔 I should've flew @Delta,,2015-02-17 15:07:55 -0800,Rite behind my $$,Mountain Time (US & Canada)
6712,567723431513575424,negative,1.0,Customer Service Issue,0.6509,Southwest,,faithfabulous,,0,@SouthwestAir tried online and told I must call b/c of modifications to my reservation. Been on hold for almost 2 hours.,,2015-02-17 08:33:08 -0800,District of Corruption,Quito
11402,568139479237525505,negative,1.0,Lost Luggage,1.0,US Airways,,BigDavew2k,,0,@USAirways only to come home a day Late Flight to find out you guys have lost my luggage,,2015-02-18 12:06:22 -0800,,
5320,569201464658173952,negative,1.0,Customer Service Issue,0.6413,Southwest,,itsEiBE,,0,@SouthwestAir you guys need better communication to your customers. This is rude and unprofessional.,,2015-02-21 10:26:19 -0800,Lost In The Ether,Central Time (US & Canada)
13277,569897060717105152,negative,1.0,Late Flight,0.6795,American,,urduckcommander,,0,@AmericanAir I was told I had a 20minute wait time after waiting hours. And an hour has gone by. This is ridiculous,,2015-02-23 08:30:22 -0800,,Quito
5651,568833691306369025,negative,0.6459,Can't Tell,0.32299999999999995,Southwest,,wclsc59,,0,@SouthwestAir will you please start offering services out of @triflight and @AshevilleAir to other airports.. Have to drive 3-4 hrs to use u,,2015-02-20 10:04:55 -0800,johnson city tn,
6128,568201125012353024,negative,1.0,Customer Service Issue,1.0,Southwest,,ericcox122685,,0,"@SouthwestAir I understand weather is not your fault, but as a frequent flyer I expected better customer service. I'll be trying @Delta",,2015-02-18 16:11:19 -0800,,Central Time (US & Canada)
2377,569238938042421249,negative,1.0,Cancelled Flight,1.0,United,,rpgibson8589,,0,@united ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes,,2015-02-21 12:55:13 -0800,Rochester NY,Eastern Time (US & Canada)
6632,567751489754382336,negative,0.9594,Customer Service Issue,0.9594,Southwest,negative,bdhatch1,Customer Service Issue,0,@SouthwestAir please send me a number to call to talk to a person and not be put on hold,,2015-02-17 10:24:38 -0800,,Eastern Time (US & Canada)
8508,568202287216234496,negative,1.0,Customer Service Issue,0.3741,Delta,,Ginzan77,,0,@JetBlue Tried...considerable confusion...no announcement...no sign updates,,2015-02-18 16:15:56 -0800,Northern Virginia,Eastern Time (US & Canada)
1936,569514001450672128,negative,1.0,Customer Service Issue,1.0,United,,roryfreeman87,,0,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,"[29.98870677, -95.33845443]",2015-02-22 07:08:13 -0800,california,Central Time (US & Canada)
2724,568932482323623937,negative,0.685,Flight Booking Problems,0.3586,United,,iamtedking,,0,"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United""",,2015-02-20 16:37:28 -0800,,Eastern Time (US & Canada)
2079,569381891809214464,negative,1.0,Customer Service Issue,0.6762,United,,Mare_McCoy,,0,@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?,,2015-02-21 22:23:16 -0800,Kansas,Central Time (US & Canada)
